t,P,D,u,lambda
43.10000000000034,0.6571304968385919,50.0,0.0006855849223016382,0.6085983352844246
43.200000000000344,0.6506001509416666,50.0,0.0006359137249193869,0.6252378211078377
43.300000000000345,0.6441341999069343,50.0,0.0005917396572459432,0.6423334464071856
43.40000000000035,0.6377320692078431,50.0,0.000552730262759132,0.659897607700069
43.50000000000035,0.6313931864478857,50.0,0.0005186430717512017,0.6779430394350753
43.60000000000035,0.6251169825496672,50.0,0.0004893418194101363,0.6964828208425885
43.70000000000035,0.6189028932058785,50.0,0.0004648253186868591,0.7155303820059552
43.80000000000035,0.6127503607985365,50.0,0.0004452782628593581,0.7350995085062332
43.900000000000354,0.6066588371551724,50.0,0.000431162227388754,0.7552043434708149
44.000000000000355,0.6006277878415193,50.0,0.00042338508975567216,0.7758593847961995
44.10000000000036,0.5946566994117863,50.0,0.0004236348928008414,0.7970794730140948
44.20000000000036,0.5887450927473257,50.0,0.00043509009932576724,0.8188797598389903
44.30000000000036,0.582892550110549,50.0,0.0004640915617782981,0.8412756332038016
44.40000000000036,0.5770987770695526,50.0,0.0005246524247134267,0.8642825319041925
44.50000000000036,0.5713637692936339,50.0,0.0006531828517403985,0.8879154292914394
44.600000000000364,0.5656883839052752,50.0,0.0009726508276000551,0.9121870445123836
44.700000000000365,0.5600772805250074,50.0,0.00215321528492368,0.9370986212396583
44.80000000000037,0.5545770725835473,50.0,0.016125172995443474,0.9625203963076533
44.90000000000037,0.5675403364778471,50.0,22.25329212401222,0.9306363000806243
45.00000000000037,1.027594747417746,50.0,176.56928429502972,-0.24119485531232523
45.10000000000037,4.008215845546373,50.0,233.82988539453729,-96.8415259757555
